,country,market_segment,previous_cancellations,booking_changes,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,is_canceled
1844,IRL,Direct,0,0,No Deposit,0,Transient-Party,D,0,3,0
3380,PRT,Online TA,0,1,No Deposit,0,Transient,G,0,1,0
802,ESP,Offline TA/TO,0,0,No Deposit,0,Transient,A,1,1,0
8928,BRA,Online TA,0,0,No Deposit,0,Transient,F,0,1,0
37759,PRT,Offline TA/TO,0,1,No Deposit,0,Transient,F,0,2,1
2890,ESP,Direct,0,2,No Deposit,0,Transient,A,0,0,0
28641,FIN,Corporate,0,1,No Deposit,0,Transient-Party,E,0,0,0
81752,TUN,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
7816,DEU,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
8786,IRL,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,2,0
12460,BEL,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
45714,PRT,Direct,0,1,No Deposit,0,Group,A,1,2,0
69858,AUS,Direct,0,0,No Deposit,0,Transient,D,0,0,1
22478,IRL,Online TA,0,2,No Deposit,0,Transient,A,0,0,1
64035,PRT,Direct,0,4,No Deposit,0,Transient,E,0,2,0
34433,ESP,Direct,0,0,No Deposit,0,Transient,F,0,1,1
2279,IND,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
2748,ESP,Direct,0,1,No Deposit,0,Transient,F,1,0,0
4439,IRL,Direct,0,0,No Deposit,0,Transient,A,0,1,1
74984,BRA,Direct,0,0,No Deposit,0,Transient,E,0,2,0
82049,EGY,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
51414,FRA,Online TA,0,5,No Deposit,0,Transient,D,0,2,0
12640,GRC,Direct,0,0,No Deposit,0,Transient,A,0,1,0
13845,ITA,Online TA,0,0,No Deposit,0,Transient,E,0,0,0
18199,CHN,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
68943,ESP,Direct,0,0,No Deposit,0,Transient,C,1,2,0
12385,ESP,Online TA,0,1,No Deposit,0,Transient-Party,E,0,1,0
35267,PRT,Online TA,1,1,No Deposit,0,Transient-Party,A,0,1,1
31520,IRL,Offline TA/TO,0,0,No Deposit,0,Transient,C,0,0,0
731,DEU,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
4432,ESP,Offline TA/TO,0,0,No Deposit,0,Transient,D,1,1,0
1320,CN,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
31376,PHL,Online TA,0,2,No Deposit,0,Transient,A,0,1,1
8121,PRT,Direct,0,1,No Deposit,0,Transient,E,0,0,0
32512,DNK,Direct,0,3,No Deposit,0,Transient,F,0,1,0
46008,CHE,Direct,0,0,No Deposit,0,Transient,B,0,2,0
38309,FRA,Corporate,0,2,No Deposit,0,Transient,A,0,0,0
9811,BRA,Online TA,0,1,No Deposit,0,Transient,D,0,2,0
2961,CHN,Online TA,0,0,No Deposit,0,Contract,D,0,3,0
14332,LVA,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
591,GBR,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
4774,GBR,Groups,0,2,Refundable,0,Transient-Party,A,0,0,0
6990,PRT,Direct,0,1,No Deposit,0,Transient,A,0,2,1
58786,NZL,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
23781,SWE,Online TA,0,0,No Deposit,0,Transient,D,1,2,0
2015,PRT,Online TA,0,4,No Deposit,0,Contract,A,0,1,0
3465,FIN,Direct,0,0,No Deposit,0,Transient,G,0,0,1
79155,CHN,Online TA,0,5,No Deposit,0,Transient,A,0,1,0
18051,USA,Online TA,0,1,No Deposit,0,Transient,B,0,0,1
21028,PRT,Online TA,0,0,No Deposit,0,Transient-Party,A,0,3,0
14324,IRL,Online TA,0,1,No Deposit,0,Transient,D,0,1,1
27501,HUN,Online TA,0,0,No Deposit,0,Transient,B,0,2,1
24309,PRT,Direct,0,2,No Deposit,0,Transient,D,0,4,0
59762,GBR,Online TA,0,1,No Deposit,0,Transient,E,1,1,0
39467,SWE,Groups,0,3,No Deposit,0,Transient,G,1,0,0
3103,NLD,Direct,0,0,No Deposit,0,Transient,A,1,1,0
7786,PRT,Online TA,0,2,No Deposit,0,Transient,C,0,0,0
55154,PRT,Online TA,1,0,No Deposit,0,Transient-Party,A,0,0,0
28191,PRT,Corporate,0,0,No Deposit,0,Transient,G,0,3,0
68127,IRL,Offline TA/TO,0,4,No Deposit,4,Transient-Party,A,0,1,0
29358,PRT,Online TA,0,1,No Deposit,0,Transient,E,1,0,0
35537,ITA,Online TA,0,1,No Deposit,0,Transient,D,0,2,0
1898,ESP,Online TA,0,0,No Deposit,0,Transient,D,1,1,0
17933,PRT,Groups,0,2,No Deposit,61,Transient-Party,A,0,0,1
34932,PRT,Direct,0,4,No Deposit,0,Transient,G,1,2,0
57404,FRA,Online TA,0,0,No Deposit,0,Transient,F,1,2,0
41004,ESP,Online TA,0,0,No Deposit,0,Transient,D,0,4,0
59073,BEL,Online TA,0,0,No Deposit,0,Transient,H,2,1,0
4710,IRQ,Direct,0,1,No Deposit,0,Transient,A,0,0,0
1382,PRT,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,1,0
33236,USA,Online TA,0,0,No Deposit,0,Transient-Party,A,0,2,0
30492,DEU,Online TA,0,2,No Deposit,0,Transient,D,0,1,0
7601,CHE,Direct,0,0,No Deposit,0,Transient,F,0,0,1
12161,BGR,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
24995,PRT,Groups,0,3,No Deposit,87,Transient-Party,A,0,0,0
11245,DEU,Online TA,0,2,No Deposit,0,Transient,D,0,0,0
41012,ROU,Online TA,0,1,No Deposit,0,Transient,E,0,1,0
33701,DEU,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,4,0
3519,CHE,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
78499,FRA,Online TA,0,1,No Deposit,0,Transient,D,1,0,0
18996,RUS,Online TA,0,0,No Deposit,0,Transient,F,0,1,0
66268,ITA,Online TA,0,1,No Deposit,0,Transient,B,0,0,0
47964,ESP,Online TA,0,0,No Deposit,0,Contract,A,1,1,0
24898,CHE,Direct,0,0,No Deposit,0,Transient,C,0,0,0
52019,GBR,Groups,0,0,No Deposit,6,Transient-Party,D,0,0,0
52625,BGR,Online TA,0,1,No Deposit,0,Transient,A,0,2,0
336,IRL,Online TA,0,1,No Deposit,0,Transient,D,1,1,0
5287,NLD,Online TA,0,1,No Deposit,0,Transient-Party,A,0,1,0
34305,BEL,Online TA,0,3,No Deposit,0,Transient,A,0,1,0
78243,SWE,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
27797,POL,Online TA,0,0,No Deposit,0,Transient-Party,B,0,1,0
58935,GBR,Offline TA/TO,0,0,No Deposit,0,Contract,D,1,2,0
46755,LTU,Direct,0,0,No Deposit,0,Transient,A,0,0,0
45603,BRA,Online TA,0,0,No Deposit,0,Transient,H,0,0,0
54143,SEN,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
69060,AGO,Online TA,0,0,No Deposit,0,Transient,H,1,0,0
71456,PRT,Offline TA/TO,0,0,No Deposit,0,Contract,E,0,1,1
4930,PRT,Groups,0,2,Refundable,0,Transient-Party,A,0,0,0
23507,PRT,Direct,0,2,No Deposit,0,Transient,G,1,0,0
26195,PRT,Direct,0,1,No Deposit,0,Transient-Party,A,0,2,1
930,GBR,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
3938,NLD,Direct,0,2,No Deposit,0,Transient,A,0,0,0
67253,BRA,Online TA,0,0,No Deposit,0,Transient-Party,E,1,1,0
62103,KOR,Corporate,0,3,No Deposit,0,Transient-Party,E,0,0,0
29504,POL,Online TA,0,0,No Deposit,0,Contract,F,0,2,0
1378,IRL,Groups,1,0,No Deposit,0,Transient-Party,A,0,0,1
30248,PRT,Online TA,0,0,No Deposit,0,Transient-Party,C,0,2,0
19841,USA,Groups,0,0,No Deposit,96,Transient-Party,A,0,1,0
42674,LTU,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
45425,AUT,Online TA,0,2,No Deposit,0,Transient,A,0,0,0
3277,CN,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
5076,PRT,Online TA,0,1,No Deposit,0,Transient,F,0,3,0
27991,ITA,Online TA,0,2,No Deposit,0,Transient,D,0,0,0
22982,GBR,Direct,0,0,No Deposit,0,Transient,G,0,3,0
31413,RUS,Online TA,0,2,No Deposit,0,Transient,D,0,2,1
65577,CZE,Groups,0,1,No Deposit,0,Transient,A,0,0,0
46565,POL,Offline TA/TO,0,1,No Deposit,0,Contract,A,0,0,0
592,GBR,Direct,0,0,No Deposit,0,Transient,F,0,0,0
5264,GBR,Online TA,0,0,No Deposit,0,Transient,D,0,4,0
1998,PRT,Offline TA/TO,1,0,No Deposit,0,Transient-Party,A,0,0,1
19582,PRT,Direct,0,0,No Deposit,0,Transient,C,0,1,0
48359,OMN,Groups,0,0,No Deposit,0,Transient-Party,A,1,1,0
16410,BEL,Direct,0,0,No Deposit,0,Transient,F,0,0,0
40874,FRA,Online TA,0,4,No Deposit,0,Transient,D,0,1,1
57793,BRA,Direct,0,0,No Deposit,0,Transient,A,1,2,0
538,SWE,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
353,PRT,Direct,1,0,No Deposit,0,Transient,A,0,0,1
1508,AUS,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
8033,NLD,Groups,0,4,No Deposit,0,Transient-Party,A,0,0,0
8137,ITA,Online TA,0,1,No Deposit,0,Transient,H,0,0,0
78632,BGR,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
51847,FRA,Direct,0,0,No Deposit,0,Transient,E,0,0,1
23409,HUN,Online TA,0,1,No Deposit,0,Transient,B,0,1,1
18310,PRT,Online TA,0,2,No Deposit,0,Transient,G,0,0,1
16195,DEU,Online TA,0,0,No Deposit,0,Group,D,0,3,0
15178,MAR,Offline TA/TO,0,4,No Deposit,0,Transient,C,0,0,0
35351,NLD,Groups,0,9,No Deposit,0,Transient-Party,A,0,0,0
54274,PAN,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
4768,PRT,Corporate,0,2,No Deposit,0,Transient,A,1,0,0
83070,ITA,Online TA,0,0,No Deposit,0,Transient,F,0,2,1
35481,GBR,Direct,0,3,No Deposit,0,Transient,D,0,1,0
81268,GBR,Online TA,0,1,No Deposit,0,Transient,F,0,5,0
17898,GBR,Online TA,0,1,No Deposit,0,Transient,A,1,1,0
13922,EST,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
48653,SUR,Online TA,0,0,No Deposit,0,Transient,G,0,1,0
7462,MAR,Online TA,0,0,No Deposit,0,Transient,D,1,0,0
48546,CHE,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,0,0
63543,PRT,Online TA,0,0,No Deposit,0,Transient,B,0,2,0
54629,AUT,Direct,0,0,No Deposit,0,Transient,E,0,1,0
850,RUS,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
3694,NOR,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
4826,PRT,Offline TA/TO,0,0,Non Refund,35,Transient,A,0,0,1
82248,NLD,Groups,0,3,No Deposit,0,Transient-Party,D,0,0,0
15845,USA,Online TA,0,2,No Deposit,0,Transient,A,0,1,0
33408,NOR,Online TA,0,14,No Deposit,0,Transient,A,0,2,0
69653,PRT,Corporate,1,1,No Deposit,0,Transient,A,1,0,0
49824,CZE,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
1290,RUS,Online TA,0,0,No Deposit,0,Transient,G,0,0,1
4719,PRT,Offline TA/TO,0,0,Non Refund,85,Transient,A,0,0,1
23705,AGO,Direct,0,0,No Deposit,0,Transient,F,0,2,0
463,POL,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
12675,PRT,Direct,0,4,No Deposit,0,Transient,A,0,0,0
18175,DNK,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
10650,LUX,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
56649,CHE,Aviation,0,0,No Deposit,0,Transient,A,0,0,0
44362,PRT,Corporate,3,1,No Deposit,0,Transient,A,0,1,0
743,NOR,Direct,0,0,No Deposit,0,Transient,E,0,0,0
21947,SGP,Direct,0,0,No Deposit,0,Transient,A,0,2,0
26389,DEU,Offline TA/TO,0,5,No Deposit,0,Transient,D,0,0,0
25630,RUS,Groups,0,1,No Deposit,0,Transient-Party,A,0,1,0
3570,IRL,Online TA,0,2,No Deposit,0,Transient,D,0,2,0
453,PRT,Direct,0,0,No Deposit,0,Transient,A,0,1,1
79964,BRA,Online TA,0,1,No Deposit,0,Transient,H,1,2,0
63315,PRT,Groups,0,2,No Deposit,0,Transient,A,0,0,0
29868,LUX,Direct,0,1,No Deposit,0,Transient,G,0,1,0
51469,POL,Online TA,0,0,No Deposit,0,Transient-Party,H,0,0,1
65847,DEU,Online TA,0,0,No Deposit,0,Group,A,0,2,0
21483,IRL,Groups,0,2,No Deposit,0,Transient-Party,A,0,0,0
70093,GEO,Direct,0,1,No Deposit,0,Transient,A,0,1,0
25377,IRL,Groups,0,2,No Deposit,0,Transient-Party,A,0,2,0
40584,ECU,Direct,0,0,No Deposit,0,Transient,D,0,0,1
23821,FRA,Direct,0,0,No Deposit,0,Transient-Party,E,1,1,0
10329,FIN,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
5021,DEU,Online TA,0,0,No Deposit,0,Transient,D,1,1,0
15191,BEL,Offline TA/TO,0,1,No Deposit,63,Transient-Party,A,0,0,0
51074,CIV,Online TA,0,1,No Deposit,0,Transient,D,0,1,1
22098,FRA,Direct,0,0,No Deposit,0,Transient,G,0,0,1
35005,MAR,Online TA,0,0,No Deposit,0,Transient,F,0,1,0
66860,GBR,Online TA,0,0,No Deposit,0,Transient-Party,B,0,1,0
37283,MAR,Online TA,0,0,No Deposit,0,Transient,G,0,1,1
8158,PRT,Online TA,0,0,No Deposit,0,Contract,A,1,2,0
49994,DNK,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,0
133,ESP,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
49456,PRT,Direct,0,1,No Deposit,0,Transient,C,1,2,0
54802,AUS,Online TA,0,0,No Deposit,0,Contract,A,0,2,0
1160,BRA,Online TA,0,2,No Deposit,0,Transient,A,0,0,0
18632,PRT,Offline TA/TO,0,0,No Deposit,0,Transient,D,1,0,0
51344,PRT,Offline TA/TO,0,0,Non Refund,193,Transient,A,0,0,1
41132,SWE,Groups,0,0,No Deposit,14,Transient-Party,G,0,1,0
21896,HUN,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,0
31263,RUS,Direct,0,1,No Deposit,0,Transient,C,0,0,1
64998,OMN,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
28354,PRT,Direct,0,3,No Deposit,0,Transient,C,1,2,0
73087,AUT,Online TA,0,1,No Deposit,0,Transient,A,0,2,1
27380,FIN,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
37442,TWN,Online TA,0,1,No Deposit,0,Transient,A,0,2,0
58142,AUT,Groups,0,1,No Deposit,0,Transient-Party,A,0,1,0
15458,FRA,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,1,0
29147,KAZ,Direct,0,0,No Deposit,0,Transient,F,0,2,0
53879,COL,Online TA,0,0,No Deposit,0,Transient,B,0,1,0
11801,GBR,Online TA,0,5,No Deposit,0,Transient,A,0,1,0
379,AUT,Online TA,0,1,No Deposit,0,Transient,A,0,3,0
70517,IRL,Online TA,0,2,No Deposit,0,Transient-Party,A,0,0,0
31402,SWE,Online TA,0,0,No Deposit,0,Contract,A,0,2,0
30583,PRT,Online TA,0,0,No Deposit,0,Contract,B,0,0,0
15276,PRT,Online TA,1,0,No Deposit,0,Transient-Party,E,0,1,1
72870,GBR,Groups,0,2,No Deposit,0,Transient-Party,C,0,0,0
7383,CN,Online TA,0,1,No Deposit,0,Transient,D,0,0,1
64044,BRA,Online TA,0,1,No Deposit,0,Transient-Party,H,1,0,0
43904,CZE,Online TA,0,1,No Deposit,0,Transient,A,0,1,1
41002,IRL,Direct,0,1,No Deposit,0,Group,A,0,1,0
54695,ESP,Online TA,0,0,No Deposit,0,Transient,G,1,2,0
24352,DEU,Online TA,0,0,No Deposit,0,Transient,B,0,1,1
55176,BLR,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
2380,BEL,Online TA,0,0,No Deposit,0,Contract,A,0,2,0
21376,TUR,Online TA,0,0,No Deposit,0,Transient-Party,B,0,0,0
16760,PRT,Offline TA/TO,1,0,No Deposit,0,Transient-Party,B,0,2,1
35361,LTU,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
26863,BEL,Groups,0,4,No Deposit,0,Transient-Party,A,0,0,0
4969,AZE,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
47012,BRA,Corporate,0,0,No Deposit,0,Transient-Party,E,0,0,0
5522,FRA,Online TA,0,0,No Deposit,0,Transient,F,0,1,0
35892,BRA,Online TA,0,0,No Deposit,0,Transient,C,0,1,0
73732,ARG,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
26942,DEU,Offline TA/TO,0,0,No Deposit,224,Transient-Party,A,0,0,0
60700,IRL,Online TA,0,1,No Deposit,0,Transient,C,0,1,0
788,PRT,Direct,0,0,No Deposit,0,Group,A,0,1,0
1513,GBR,Online TA,0,1,No Deposit,0,Transient,A,0,2,0
4184,GBR,Direct,0,0,No Deposit,0,Transient,F,0,1,0
69724,BEL,Online TA,0,0,No Deposit,0,Transient-Party,E,1,2,0
37408,GBR,Direct,0,0,No Deposit,0,Group,E,0,1,0
55629,PRT,Aviation,0,0,No Deposit,0,Transient,A,0,2,1
57964,NLD,Direct,0,3,No Deposit,0,Transient,A,0,0,0
62877,JPN,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
5088,LUX,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
22712,CYP,Online TA,0,0,No Deposit,0,Transient,H,0,0,1
53216,BEL,Direct,0,1,No Deposit,0,Transient,B,0,1,0
48847,POL,Direct,0,0,Non Refund,0,Transient-Party,A,0,0,0
9962,ESP,Online TA,0,1,No Deposit,0,Transient,A,0,4,0
45112,IRL,Direct,0,3,No Deposit,0,Transient,D,0,0,1
15433,DZA,Online TA,0,0,No Deposit,0,Transient,G,0,1,0
71244,PRT,Direct,1,0,No Deposit,0,Transient,D,0,1,0
26051,AUT,Offline TA/TO,0,1,No Deposit,0,Transient,E,0,1,0
4247,AUT,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
18291,BRA,Direct,0,0,No Deposit,0,Transient,E,0,2,1
7711,ITA,Direct,0,0,No Deposit,10,Transient-Party,D,0,0,0
49250,TUR,Online TA,0,4,No Deposit,0,Transient,A,0,1,1
79378,CHE,Groups,0,0,No Deposit,0,Transient,A,0,0,0
49735,IND,Online TA,0,0,No Deposit,0,Transient,G,1,2,0
6950,PRT,Direct,0,1,No Deposit,0,Transient,G,1,0,0
7523,DEU,Online TA,0,0,No Deposit,0,Transient,E,0,3,1
40563,PRT,Direct,0,0,No Deposit,0,Transient,F,0,4,0
13856,KOR,Groups,0,2,No Deposit,0,Transient-Party,A,0,0,0
71394,CPV,Online TA,0,0,No Deposit,0,Transient,B,0,0,1
79108,PRT,Online TA,0,0,No Deposit,0,Contract,F,0,0,1
11712,POL,Online TA,11,0,No Deposit,0,Transient,A,0,1,0
298,DEU,Direct,0,0,No Deposit,0,Transient-Party,D,0,0,0
11718,MNE,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
39503,LBN,Online TA,0,1,No Deposit,0,Transient,A,0,2,0
43549,PRT,Direct,0,1,No Deposit,0,Transient,B,0,1,1
83227,GBR,Offline TA/TO,0,0,No Deposit,0,Transient-Party,D,1,2,0
18135,ARE,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
29405,GBR,Direct,0,0,No Deposit,0,Group,A,0,0,0
80730,DEU,Direct,0,0,No Deposit,0,Transient,A,0,2,1
2266,DEU,Online TA,0,0,No Deposit,0,Transient,F,0,2,1
21542,BEL,Online TA,0,0,No Deposit,0,Transient,G,1,0,0
3943,IRL,Direct,0,2,No Deposit,0,Transient,A,0,0,0
57249,PHL,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
3045,PRT,Corporate,6,0,No Deposit,0,Transient,A,0,2,0
11757,DZA,Corporate,0,0,No Deposit,0,Transient,D,0,0,0
37938,ISR,Online TA,0,1,No Deposit,0,Transient,D,0,4,0
68798,FRA,Corporate,0,1,No Deposit,0,Transient,A,0,1,0
42409,AUS,Online TA,0,2,No Deposit,0,Transient,A,0,0,1
31079,MLT,Direct,0,0,No Deposit,0,Transient,A,0,0,0
11711,DEU,Offline TA/TO,0,3,No Deposit,0,Transient-Party,A,0,0,0
32313,FRA,Online TA,0,0,No Deposit,0,Transient,G,0,2,0
22634,LTU,Online TA,0,5,No Deposit,0,Transient,D,1,3,0
39202,POL,Direct,0,1,No Deposit,0,Transient,E,0,0,0
5242,DEU,Online TA,0,0,No Deposit,0,Transient,C,1,1,0
5413,BRA,Direct,0,0,No Deposit,0,Transient,G,1,0,0
681,GBR,Online TA,0,0,No Deposit,0,Transient,D,0,3,1
1276,GBR,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
4264,EST,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
76867,FRA,Online TA,0,0,No Deposit,0,Transient,F,0,3,1
8333,ISR,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
60890,POL,Online TA,0,0,No Deposit,0,Contract,D,1,1,0
63221,ITA,Offline TA/TO,0,2,No Deposit,0,Transient-Party,B,0,1,0
38568,GBR,Direct,0,0,No Deposit,0,Transient,D,1,0,0
1639,CN,Offline TA/TO,0,0,No Deposit,0,Group,A,0,1,0
25029,NLD,Groups,0,12,No Deposit,0,Transient-Party,A,0,0,0
18374,PRT,Offline TA/TO,1,0,No Deposit,0,Contract,A,0,1,1
84,PRT,Corporate,0,0,No Deposit,0,Transient,A,1,2,0
69119,CHE,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,1,0
26907,GBR,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,2,0
36421,PRT,Direct,0,2,No Deposit,0,Transient,G,0,3,0
38116,FIN,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
25384,CHL,Online TA,0,0,No Deposit,0,Transient-Party,A,1,0,0
19647,MEX,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
2915,FIN,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
53563,FRA,Online TA,0,0,No Deposit,0,Transient-Party,A,0,2,1
3745,ESP,Direct,0,1,No Deposit,0,Transient,A,0,0,1
3478,BRA,Direct,0,0,No Deposit,0,Transient,D,0,2,0
82920,BEL,Online TA,0,0,No Deposit,0,Transient,B,0,0,1
61546,POL,Online TA,0,0,No Deposit,0,Transient,E,0,3,0
68707,PRT,Online TA,0,4,No Deposit,0,Transient,E,0,1,0
35860,ESP,Direct,0,0,No Deposit,0,Transient-Party,C,1,3,0
1223,ITA,Offline TA/TO,0,0,No Deposit,44,Transient-Party,A,0,0,0
5815,PRT,Direct,0,0,No Deposit,0,Transient,C,0,1,1
41085,ESP,Direct,0,2,No Deposit,0,Transient,A,1,1,0
72026,DEU,Online TA,0,0,No Deposit,0,Transient,F,0,3,1
50453,MYS,Direct,0,0,No Deposit,0,Transient,D,0,1,0
60991,PRT,Corporate,0,2,No Deposit,0,Transient,D,0,0,1
10332,CHE,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
75122,ISR,Online TA,0,1,No Deposit,0,Transient,F,0,3,1
30528,EST,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
40766,PRT,Offline TA/TO,0,2,No Deposit,63,Transient-Party,A,0,0,1
4967,AUT,Direct,0,0,No Deposit,0,Transient,A,0,0,0
28168,FRA,Direct,0,0,No Deposit,0,Transient,F,0,3,0
2521,PRT,Online TA,0,1,No Deposit,0,Transient-Party,A,0,2,0
48269,TWN,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
28504,PRT,Corporate,0,0,No Deposit,0,Contract,A,0,2,1
44269,LBN,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
36436,ISR,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,1
66712,BRA,Online TA,0,2,No Deposit,0,Transient,D,0,1,0
3073,ESP,Online TA,0,0,No Deposit,0,Transient,G,0,0,1
6137,FRA,Direct,0,0,No Deposit,0,Transient,F,0,0,0
9443,SWE,Online TA,0,2,No Deposit,0,Transient,A,1,0,0
67799,AUS,Online TA,0,0,No Deposit,0,Transient,E,0,2,1
5719,USA,Direct,0,0,No Deposit,0,Transient,D,0,0,0
29525,AUT,Online TA,0,1,No Deposit,0,Transient,A,0,1,0
43501,JPN,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
48501,POL,Online TA,0,1,No Deposit,0,Transient,H,1,0,0
33530,PRT,Online TA,0,1,No Deposit,0,Contract,D,0,0,0
31167,CN,Direct,0,0,No Deposit,0,Transient,D,0,0,1
26177,NLD,Online TA,0,0,No Deposit,0,Transient,D,1,0,0
22851,CYP,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
32473,CN,Online TA,0,3,No Deposit,0,Transient,E,0,1,1
19282,IRL,Direct,0,1,No Deposit,0,Transient,F,0,0,1
3298,ZAF,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
59303,ITA,Groups,0,2,No Deposit,174,Transient-Party,A,0,0,0
2072,KAZ,Offline TA/TO,0,1,No Deposit,48,Transient-Party,A,0,0,0
36474,AUT,Direct,0,0,No Deposit,0,Transient,A,0,1,0
53782,USA,Groups,0,4,No Deposit,0,Transient-Party,D,0,3,0
19377,PRT,Online TA,1,0,No Deposit,0,Transient-Party,B,0,1,1
38087,PRT,Corporate,0,5,No Deposit,0,Transient,A,1,0,0
45606,DZA,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
10918,GBR,Online TA,0,1,No Deposit,0,Transient-Party,A,0,1,0
3867,CN,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
48266,IRL,Direct,0,2,No Deposit,0,Transient,E,0,1,0
36304,BEL,Online TA,0,0,No Deposit,0,Transient-Party,D,1,1,0
55298,GBR,Direct,0,2,No Deposit,0,Transient,E,1,1,0
55724,IRL,Direct,0,0,No Deposit,0,Transient-Party,B,0,0,0
45398,PRT,Groups,0,3,Refundable,0,Transient-Party,A,0,0,0
76415,IND,Direct,0,2,No Deposit,0,Transient,A,0,1,0
46905,PRT,Direct,1,0,No Deposit,0,Transient-Party,A,0,0,1
21995,BRA,Corporate,0,0,No Deposit,0,Transient,A,0,0,0
48778,AUT,Online TA,0,0,No Deposit,0,Transient,D,1,0,0
33650,IRL,Direct,0,1,No Deposit,0,Transient,D,0,4,0
5051,PRT,Corporate,0,0,No Deposit,0,Contract,A,0,1,0
5263,NLD,Direct,0,1,No Deposit,0,Transient,E,1,0,0
48956,GBR,Groups,0,0,Refundable,0,Group,A,1,0,0
2054,ATA,Direct,0,0,No Deposit,0,Transient,E,0,0,0
78168,GBR,Online TA,0,0,No Deposit,0,Transient,B,0,1,1
20693,BEL,Online TA,0,1,No Deposit,0,Transient,A,1,1,0
23941,MOZ,Online TA,0,4,No Deposit,0,Transient,A,0,3,0
15397,PRT,Corporate,6,1,No Deposit,0,Transient,A,0,1,0
6011,NLD,Online TA,0,0,No Deposit,0,Transient,F,1,1,0
2189,NLD,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
71587,BRA,Online TA,0,0,No Deposit,0,Transient-Party,C,0,1,0
