,country,market_segment,previous_cancellations,booking_changes,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,is_canceled
32641,ZAF,Direct,0,0,No Deposit,0,Transient,A,0,0,1
32643,POL,Online TA,0,3,No Deposit,0,Transient,G,0,0,1
32660,HUN,Online TA,0,0,No Deposit,0,Transient,F,0,1,1
32675,BEL,Online TA,0,0,No Deposit,0,Transient,F,1,2,0
32689,PRT,Online TA,0,3,No Deposit,0,Transient,D,0,4,0
32702,PRT,Offline TA/TO,1,2,No Deposit,0,Group,A,0,2,1
32714,JPN,Direct,0,3,No Deposit,0,Transient,D,0,0,0
32718,ROU,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
32747,PRT,Direct,0,1,No Deposit,0,Transient-Party,H,1,1,0
32763,FIN,Online TA,0,0,No Deposit,0,Transient,E,1,1,0
32771,GNB,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
32784,ESP,Online TA,0,0,No Deposit,0,Transient,F,0,2,0
32790,GBR,Direct,0,0,No Deposit,0,Transient-Party,A,1,0,0
32793,TZA,Online TA,0,1,No Deposit,0,Transient,B,0,2,1
32810,ESP,Direct,0,0,No Deposit,0,Transient,F,0,2,1
32811,KAZ,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
32816,DEU,Direct,0,1,No Deposit,0,Transient,E,1,3,0
32831,OMN,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
32839,PRT,Offline TA/TO,0,0,No Deposit,68,Transient-Party,A,0,0,1
32846,PRT,Online TA,0,0,No Deposit,0,Contract,D,0,0,0
32857,SVN,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
32859,CN,Direct,0,2,No Deposit,0,Transient,D,0,0,1
32865,IRL,Direct,0,0,No Deposit,0,Transient,G,0,0,0
32882,TWN,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
32889,CHE,Online TA,0,0,No Deposit,0,Transient,G,1,0,0
32905,KWT,Online TA,0,0,No Deposit,0,Transient,C,1,1,0
32908,NOR,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,1,0
32911,NLD,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,0,0
32915,AUS,Online TA,0,0,No Deposit,0,Transient,G,0,2,0
32926,NOR,Direct,0,0,No Deposit,0,Transient,G,0,2,0
32933,IRL,Online TA,0,1,No Deposit,0,Transient,G,0,1,0
32951,IRL,Direct,0,0,No Deposit,0,Transient,D,0,2,0
32956,PRT,Direct,0,0,No Deposit,0,Transient,G,0,3,0
32965,SWE,Online TA,0,1,No Deposit,0,Transient,G,0,3,0
32978,SWE,Offline TA/TO,0,0,No Deposit,0,Group,A,0,0,0
32982,AGO,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
33013,BRA,Online TA,0,0,No Deposit,0,Transient,F,0,3,1
33023,RUS,Online TA,0,0,No Deposit,0,Transient,B,0,1,1
33024,PRT,Online TA,0,2,No Deposit,0,Transient-Party,B,0,1,1
33029,FRO,Online TA,0,0,Refundable,0,Transient,D,0,1,1
33054,ROU,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
33056,GBR,Offline TA/TO,0,0,No Deposit,0,Group,E,0,2,0
33058,GBR,Online TA,0,2,No Deposit,0,Transient-Party,B,0,0,0
33059,BEL,Online TA,0,0,No Deposit,0,Transient,F,0,2,0
33070,CZE,Online TA,0,2,No Deposit,0,Transient,D,0,0,1
33083,USA,Direct,0,0,No Deposit,0,Transient,D,0,0,1
33095,FIN,Online TA,0,1,No Deposit,0,Transient,D,0,0,0
33128,PRT,Direct,0,0,No Deposit,0,Transient-Party,F,0,1,0
33130,FRA,Online TA,0,1,No Deposit,0,Transient,B,0,0,0
33131,OMN,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,0,0
33135,GBR,Offline TA/TO,0,2,No Deposit,0,Contract,A,0,2,0
33149,CN,Direct,0,2,No Deposit,0,Transient,G,1,0,0
33157,FRA,Direct,0,0,No Deposit,0,Group,A,0,2,0
33182,FIN,Direct,0,0,No Deposit,0,Transient-Party,A,0,1,1
33184,PRT,Direct,0,0,No Deposit,0,Group,E,1,0,0
33186,IRL,Offline TA/TO,0,0,No Deposit,0,Transient-Party,E,0,1,0
33199,UKR,Online TA,0,2,No Deposit,0,Transient,A,0,0,1
33207,LUX,Online TA,0,1,No Deposit,0,Transient,B,0,0,0
33217,GBR,Online TA,0,2,No Deposit,0,Transient,D,0,1,1
33225,BEL,Online TA,0,0,No Deposit,0,Transient,F,1,1,0
33229,IRL,Direct,0,0,No Deposit,0,Transient-Party,E,0,1,0
33231,GBR,Online TA,0,1,No Deposit,0,Transient,H,1,1,0
33236,USA,Online TA,0,0,No Deposit,0,Transient-Party,A,0,2,0
33242,CHE,Groups,0,0,No Deposit,0,Transient-Party,A,0,1,0
33258,ROU,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
33261,ZAF,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
33285,PRT,Online TA,0,0,No Deposit,0,Transient,C,0,3,0
33293,CZE,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
33294,KOR,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
33300,BEL,Online TA,0,0,No Deposit,0,Contract,D,0,1,0
33305,ESP,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,0,0
33325,ESP,Direct,0,0,No Deposit,0,Transient,A,1,2,0
33328,NLD,Direct,0,0,No Deposit,0,Transient-Party,A,0,1,0
33329,IRL,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,1,0
33343,RUS,Online TA,0,2,No Deposit,0,Transient,A,0,1,1
33358,ITA,Direct,0,1,No Deposit,0,Transient,D,0,0,0
33363,ESP,Online TA,0,1,No Deposit,0,Transient,B,0,4,0
33383,DEU,Online TA,0,1,No Deposit,0,Transient,F,1,1,0
33404,PRT,Complementary,0,2,No Deposit,0,Transient,A,1,0,0
33408,NOR,Online TA,0,14,No Deposit,0,Transient,A,0,2,0
33409,SWE,Online TA,0,0,No Deposit,0,Transient,G,0,0,0
33423,IRL,Offline TA/TO,0,0,No Deposit,0,Transient,E,1,0,0
33432,ITA,Offline TA/TO,0,0,No Deposit,0,Transient-Party,E,0,0,0
33447,ESP,Complementary,0,0,No Deposit,0,Transient,A,0,0,0
33450,SWE,Groups,0,1,No Deposit,0,Transient-Party,D,0,1,0
33453,PRT,Direct,0,0,No Deposit,0,Group,D,0,0,0
33467,PRT,Online TA,0,1,No Deposit,0,Transient-Party,C,0,0,0
33470,ROU,Online TA,0,1,No Deposit,0,Transient,B,0,0,1
33471,ARE,Online TA,0,0,No Deposit,0,Transient,E,1,0,0
33476,GBR,Online TA,0,1,No Deposit,0,Transient-Party,D,0,1,0
33506,DEU,Offline TA/TO,0,1,No Deposit,0,Group,A,0,1,0
33509,BEL,Offline TA/TO,0,1,No Deposit,0,Transient,F,0,0,0
33526,USA,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
33530,PRT,Online TA,0,1,No Deposit,0,Contract,D,0,0,0
33549,JPN,Direct,0,0,No Deposit,0,Transient,A,0,0,0
33553,PRT,Direct,0,1,No Deposit,0,Transient,F,1,3,0
33559,ISR,Online TA,0,1,No Deposit,0,Transient,D,0,2,0
33562,IRL,Online TA,0,2,No Deposit,0,Transient,E,0,1,1
33567,IRL,Online TA,0,1,No Deposit,0,Transient,F,0,3,0
33577,PRT,Online TA,0,2,No Deposit,0,Transient,E,0,0,0
33589,CZE,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
33590,FRA,Direct,0,4,No Deposit,0,Transient,D,0,3,0
33591,DEU,Online TA,0,3,No Deposit,0,Transient,F,0,0,0
33594,NLD,Online TA,0,1,No Deposit,0,Transient-Party,H,0,0,0
33602,POL,Online TA,0,0,No Deposit,0,Transient,F,0,2,0
33615,AUT,Online TA,0,0,No Deposit,0,Transient,D,1,2,0
33626,PRT,Offline TA/TO,0,0,No Deposit,40,Transient-Party,A,0,0,0
33650,IRL,Direct,0,1,No Deposit,0,Transient,D,0,4,0
33654,LUX,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,1
33659,PRT,Offline TA/TO,0,0,No Deposit,0,Transient-Party,B,0,0,1
33662,IRL,Online TA,0,0,No Deposit,0,Group,D,1,1,0
33675,FRA,Offline TA/TO,0,0,No Deposit,0,Transient,F,0,1,0
33677,PRT,Direct,0,1,No Deposit,0,Transient,G,0,1,0
33680,GBR,Online TA,0,2,No Deposit,0,Transient,C,0,3,0
33701,DEU,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,4,0
33714,MYS,Direct,0,1,No Deposit,0,Transient,D,0,2,0
33715,PRT,Offline TA/TO,1,0,No Deposit,46,Transient,A,0,0,1
33721,PRT,Complementary,0,2,No Deposit,0,Transient,D,0,2,0
33736,NLD,Online TA,0,1,No Deposit,0,Transient,D,0,1,1
33740,ESP,Corporate,0,0,No Deposit,0,Transient,A,1,0,0
33742,IND,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
33755,SGP,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
33760,PRT,Online TA,0,1,No Deposit,0,Transient-Party,F,0,2,0
33769,SWE,Online TA,0,0,No Deposit,0,Group,D,0,2,0
33775,ESP,Online TA,0,1,No Deposit,0,Transient-Party,F,0,0,0
33783,PRT,Direct,1,1,No Deposit,0,Transient,A,0,2,0
33784,FRA,Direct,0,0,No Deposit,0,Transient-Party,B,0,1,0
33786,IRL,Online TA,0,2,No Deposit,0,Transient,D,0,1,1
33797,GBR,Direct,0,1,No Deposit,0,Transient,D,1,1,0
33800,COL,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
33807,BRA,Online TA,0,0,No Deposit,0,Transient,E,1,1,0
33818,ESP,Direct,0,1,No Deposit,0,Transient,A,0,3,0
33820,GBR,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,1,0
33824,PRT,Offline TA/TO,0,0,No Deposit,0,Transient,F,0,1,0
33829,IRL,Online TA,0,1,No Deposit,0,Transient,F,0,2,0
33831,PRT,Offline TA/TO,0,0,No Deposit,0,Transient,G,0,1,0
33835,ESP,Online TA,0,0,No Deposit,0,Transient-Party,B,0,0,1
33862,GBR,Corporate,0,0,No Deposit,0,Transient-Party,A,0,1,0
33867,MOZ,Offline TA/TO,0,4,No Deposit,0,Transient-Party,D,0,0,0
33874,ISR,Online TA,0,1,No Deposit,0,Transient,D,0,1,1
33879,GBR,Groups,0,2,No Deposit,0,Transient-Party,D,1,0,0
33887,TGO,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
33896,PRT,Corporate,0,1,No Deposit,0,Transient-Party,A,1,2,0
33908,GBR,Groups,0,0,No Deposit,0,Transient,E,1,0,0
33940,USA,Online TA,0,0,No Deposit,0,Transient,G,0,1,1
33945,JPN,Online TA,0,0,No Deposit,0,Transient,A,0,4,0
33949,PRT,Direct,0,3,No Deposit,0,Transient-Party,A,1,2,0
33953,FRA,Online TA,0,1,No Deposit,0,Transient,G,0,0,0
33966,PRT,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,2,0
33975,GBR,Direct,0,1,No Deposit,0,Transient-Party,A,1,1,0
33992,IRL,Offline TA/TO,0,1,No Deposit,4,Transient-Party,A,0,0,0
34001,CN,Online TA,0,2,No Deposit,0,Transient,A,0,1,0
34019,MOZ,Direct,0,1,No Deposit,0,Transient,A,0,0,0
34021,PRT,Direct,0,0,No Deposit,0,Contract,A,0,0,0
34032,GBR,Groups,0,3,No Deposit,0,Transient-Party,D,0,2,0
34074,PRT,Groups,0,1,No Deposit,0,Transient-Party,D,0,0,0
34077,FRA,Direct,0,8,No Deposit,0,Transient,A,0,0,0
34087,USA,Direct,0,0,No Deposit,0,Transient,A,0,3,0
34094,HUN,Online TA,0,2,No Deposit,0,Transient,A,0,0,1
34096,POL,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,1,0
34107,DEU,Online TA,0,3,No Deposit,0,Transient,E,0,1,1
34110,ARG,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
34128,NLD,Online TA,0,2,No Deposit,0,Transient-Party,D,0,2,0
34140,CHE,Direct,0,1,No Deposit,0,Transient,E,1,1,0
34144,PRT,Corporate,0,2,No Deposit,0,Transient-Party,A,1,0,0
34149,SWE,Direct,0,0,No Deposit,0,Transient,E,0,1,0
34154,CHE,Direct,0,1,No Deposit,0,Transient-Party,B,0,0,0
34157,PRT,Direct,0,1,No Deposit,0,Transient-Party,A,0,1,1
34173,IRL,Direct,0,0,No Deposit,0,Transient,G,0,0,1
34175,LKA,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
34177,DNK,Online TA,0,0,No Deposit,0,Transient,D,0,3,1
34181,EST,Groups,0,0,No Deposit,0,Transient,A,0,0,0
34188,CN,Direct,0,1,No Deposit,0,Transient,D,0,0,0
34194,IRQ,Direct,0,0,No Deposit,0,Transient,A,0,0,0
34205,ITA,Groups,0,3,No Deposit,0,Transient-Party,A,0,1,0
34212,ESP,Online TA,0,1,No Deposit,0,Contract,A,0,2,0
34227,PRT,Groups,0,1,No Deposit,87,Transient-Party,A,0,1,0
34236,PRT,Offline TA/TO,0,1,No Deposit,0,Transient,E,1,0,0
34238,PRT,Offline TA/TO,0,0,No Deposit,0,Group,D,0,0,1
34246,AUT,Online TA,0,2,No Deposit,0,Transient-Party,G,0,0,1
34266,LVA,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
34281,POL,Direct,0,0,No Deposit,0,Transient,A,0,1,0
34288,BRA,Direct,0,1,No Deposit,0,Transient,A,0,1,1
34305,BEL,Online TA,0,3,No Deposit,0,Transient,A,0,1,0
34306,CHE,Direct,0,0,No Deposit,0,Transient,C,0,0,1
34311,MLT,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
34312,MAR,Online TA,0,1,No Deposit,0,Transient,A,0,1,1
34314,SWE,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,0,0
34320,PRT,Offline TA/TO,1,3,No Deposit,0,Contract,C,0,2,1
34346,PRT,Direct,0,0,No Deposit,0,Transient,A,2,0,0
34350,GEO,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
34365,GBR,Online TA,0,0,Non Refund,0,Transient-Party,E,0,1,0
34373,POL,Online TA,0,0,No Deposit,0,Transient,C,0,1,0
34376,AUS,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
34387,BRA,Online TA,0,3,No Deposit,0,Transient,A,0,0,0
34391,LBN,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
34399,AUT,Direct,0,1,No Deposit,0,Transient,A,0,0,1
34405,ESP,Online TA,0,1,No Deposit,0,Transient,C,0,1,0
34407,CHE,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
34412,USA,Direct,0,4,No Deposit,0,Transient,E,0,0,0
34415,PRT,Direct,0,2,No Deposit,0,Transient,H,1,0,0
34431,RUS,Online TA,0,0,No Deposit,0,Transient,C,0,2,1
34433,ESP,Direct,0,0,No Deposit,0,Transient,F,0,1,1
34465,PRT,Direct,0,4,No Deposit,0,Transient,A,0,3,0
34478,CHN,Online TA,0,3,No Deposit,0,Transient-Party,D,0,2,0
34488,PRT,Direct,0,5,No Deposit,0,Transient,C,0,2,0
34494,PRT,Corporate,1,1,No Deposit,0,Transient,A,0,0,1
34510,FIN,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
34519,CN,Offline TA/TO,0,0,No Deposit,0,Transient,D,1,0,0
34527,ARG,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
34567,ROU,Online TA,0,0,No Deposit,0,Contract,A,0,3,0
34585,PRT,Online TA,0,2,No Deposit,0,Transient-Party,A,1,2,0
34603,BRA,Online TA,0,0,No Deposit,0,Transient-Party,E,0,1,0
34617,UKR,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
34628,BRA,Online TA,0,0,No Deposit,0,Group,D,0,1,0
34634,CZE,Groups,0,1,No Deposit,0,Contract,D,0,0,0
34659,IRL,Direct,0,0,No Deposit,0,Transient,A,0,0,1
34664,PRT,Corporate,0,0,No Deposit,0,Transient,D,1,0,0
34676,RUS,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
34691,FIN,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
34700,ITA,Groups,0,2,No Deposit,0,Transient-Party,A,0,1,0
34708,BEL,Direct,0,2,No Deposit,0,Transient,G,1,0,0
34711,DEU,Online TA,0,0,No Deposit,0,Transient,G,0,2,0
34720,PRT,Groups,0,0,Non Refund,100,Transient,A,0,0,1
34725,BRA,Online TA,0,0,No Deposit,0,Group,A,0,2,0
34758,NLD,Online TA,0,0,No Deposit,0,Transient-Party,G,0,1,0
34760,AUS,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
34765,USA,Online TA,0,4,No Deposit,0,Transient,A,0,1,0
34767,PRT,Direct,0,0,No Deposit,0,Transient-Party,F,0,1,1
34775,POL,Online TA,0,1,No Deposit,0,Transient-Party,B,1,1,0
34792,PRT,Direct,0,2,No Deposit,0,Transient,F,0,0,1
34795,AGO,Online TA,11,0,No Deposit,0,Transient,A,0,1,0
34809,GBR,Groups,0,1,Refundable,0,Transient-Party,A,1,0,0
34812,GBR,Offline TA/TO,0,0,No Deposit,0,Transient-Party,G,0,1,0
34814,PRT,Offline TA/TO,0,0,No Deposit,99,Transient-Party,A,0,0,0
34815,CHE,Online TA,0,1,No Deposit,0,Transient-Party,B,0,0,0
34817,PRT,Complementary,0,1,No Deposit,0,Transient,G,0,2,0
34823,BRA,Direct,0,0,No Deposit,0,Transient-Party,A,0,1,0
34827,FRA,Groups,0,1,No Deposit,34,Transient,A,0,1,0
34837,CHE,Direct,0,1,No Deposit,0,Transient-Party,A,0,0,0
34849,ESP,Online TA,0,2,No Deposit,0,Transient-Party,G,0,1,1
34852,BEL,Direct,0,0,No Deposit,0,Transient-Party,D,0,0,0
34853,PRT,Groups,0,0,Non Refund,46,Transient,A,0,0,1
34854,ESP,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,1,2,0
34871,BEL,Online TA,0,5,No Deposit,0,Transient-Party,A,0,1,0
34876,MAR,Direct,0,0,No Deposit,0,Transient,A,0,2,1
34877,USA,Online TA,0,1,No Deposit,0,Transient,D,0,0,0
34885,SWE,Online TA,0,0,No Deposit,0,Transient,F,0,1,0
34888,GRC,Corporate,0,0,No Deposit,0,Transient,A,1,1,0
34892,CRI,Direct,0,0,No Deposit,0,Transient,A,0,0,0
34895,PRT,Offline TA/TO,0,0,No Deposit,215,Transient-Party,A,0,0,0
34903,DEU,Offline TA/TO,0,0,No Deposit,0,Group,A,0,1,0
34914,FRA,Direct,0,1,No Deposit,0,Transient,F,0,2,0
34932,PRT,Direct,0,4,No Deposit,0,Transient,G,1,2,0
34951,ITA,Direct,0,0,No Deposit,0,Transient-Party,E,1,2,0
34954,AGO,Direct,0,2,No Deposit,0,Transient,A,0,0,0
34965,RUS,Online TA,0,2,No Deposit,0,Transient,A,0,0,0
34969,PRT,Online TA,0,3,No Deposit,0,Transient,A,0,1,0
34972,SWE,Direct,0,0,No Deposit,0,Transient,E,0,0,1
34980,COL,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
35005,MAR,Online TA,0,0,No Deposit,0,Transient,F,0,1,0
35014,AUT,Offline TA/TO,0,1,No Deposit,99,Transient-Party,A,0,0,0
35016,ESP,Offline TA/TO,0,3,No Deposit,0,Transient,C,1,3,0
35018,ARG,Direct,0,0,No Deposit,0,Transient,A,1,0,0
35030,ECU,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
35039,JPN,Direct,0,0,No Deposit,0,Transient,G,0,0,0
35049,BRA,Online TA,0,0,No Deposit,0,Transient,H,0,1,0
35052,URY,Corporate,0,1,No Deposit,0,Transient-Party,A,0,0,0
35060,AUT,Online TA,0,2,No Deposit,0,Transient,D,1,0,0
35063,PRT,Aviation,0,0,No Deposit,0,Transient,D,0,1,1
35065,FIN,Direct,0,2,No Deposit,0,Transient,A,0,3,0
35076,IND,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
35087,CPV,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
35093,GRC,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
35101,CHN,Online TA,0,3,No Deposit,0,Transient,A,0,1,0
35102,BRA,Online TA,0,2,No Deposit,0,Transient,D,0,3,0
35108,PRT,Groups,11,0,No Deposit,31,Transient-Party,A,0,0,1
35109,AUS,Direct,0,3,No Deposit,0,Transient-Party,F,1,0,0
35122,CN,Offline TA/TO,0,1,Non Refund,0,Transient-Party,A,0,0,0
35135,ITA,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
35138,PRT,Complementary,2,0,No Deposit,0,Transient,A,0,3,0
35161,PRT,Online TA,0,1,No Deposit,0,Transient,A,1,4,0
35163,CHL,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
35166,AGO,Online TA,0,1,No Deposit,0,Transient,A,0,1,0
35204,PRT,Complementary,0,1,No Deposit,0,Transient,D,0,0,0
35209,FRA,Online TA,0,1,No Deposit,0,Transient,A,0,2,1
35214,SVN,Direct,0,0,No Deposit,0,Transient,A,0,0,0
35232,FIN,Online TA,0,0,No Deposit,0,Transient,A,1,0,0
35239,AGO,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
35267,PRT,Online TA,1,1,No Deposit,0,Transient-Party,A,0,1,1
35286,CN,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,2,0
35305,AUS,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
35307,IRN,Online TA,0,2,No Deposit,0,Transient,D,0,0,1
35311,NLD,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,1,0
35315,GBR,Offline TA/TO,0,0,No Deposit,0,Contract,D,0,4,0
35325,FRA,Direct,0,0,No Deposit,0,Transient,F,0,0,1
35339,PRT,Online TA,0,0,No Deposit,0,Transient-Party,F,0,0,0
35351,NLD,Groups,0,9,No Deposit,0,Transient-Party,A,0,0,0
35361,LTU,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
35385,TUN,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
35386,AUS,Offline TA/TO,0,1,No Deposit,0,Transient-Party,D,0,1,0
35391,BRA,Online TA,0,0,No Deposit,0,Transient,H,1,2,0
35399,ROU,Online TA,0,0,No Deposit,0,Transient,A,1,0,0
35416,DZA,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,1,0
35420,ITA,Offline TA/TO,0,1,No Deposit,65,Transient-Party,A,0,0,0
35429,FRA,Online TA,0,2,No Deposit,0,Transient,E,0,1,1
35438,SRB,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
35442,DEU,Online TA,0,0,No Deposit,0,Transient-Party,A,0,5,0
35455,BRA,Direct,0,0,No Deposit,0,Transient,D,0,4,0
35459,SWE,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
35468,CN,Offline TA/TO,0,0,No Deposit,0,Transient,E,1,0,0
35481,GBR,Direct,0,3,No Deposit,0,Transient,D,0,1,0
35488,DNK,Online TA,0,2,No Deposit,0,Transient,D,0,1,0
35514,PRT,Online TA,0,0,No Deposit,0,Transient,C,1,1,0
35515,NLD,Offline TA/TO,0,0,No Deposit,0,Contract,D,0,1,0
35519,ESP,Online TA,0,0,No Deposit,0,Transient-Party,A,1,2,0
35536,CN,Groups,0,4,No Deposit,0,Transient-Party,D,0,0,0
35537,ITA,Online TA,0,1,No Deposit,0,Transient,D,0,2,0
35541,ESP,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,1
35562,ISR,Online TA,0,2,No Deposit,0,Transient,D,0,2,0
35576,ESP,Online TA,0,2,No Deposit,0,Transient-Party,A,1,1,0
35609,IRQ,Online TA,0,0,No Deposit,0,Contract,B,0,0,0
35619,USA,Online TA,0,0,No Deposit,0,Transient-Party,D,0,0,0
35640,NOR,Online TA,0,1,No Deposit,0,Transient,D,0,2,1
35643,CHN,Online TA,0,1,No Deposit,0,Transient-Party,B,0,0,1
35660,SWE,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
35671,AUT,Groups,0,2,No Deposit,0,Transient-Party,E,0,0,0
35674,PRT,Complementary,0,0,No Deposit,0,Transient,D,0,3,0
35677,GBR,Groups,0,0,No Deposit,0,Group,A,0,1,0
35685,SRB,Online TA,0,0,No Deposit,0,Transient-Party,A,1,1,0
35686,CHE,Online TA,0,1,No Deposit,0,Group,A,0,0,0
35688,ESP,Online TA,0,0,No Deposit,0,Transient,E,0,4,0
35697,NLD,Direct,0,1,No Deposit,0,Transient,A,0,0,0
35698,IND,Online TA,0,2,No Deposit,0,Transient,D,0,1,0
35718,RUS,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
35727,PRT,Corporate,0,2,No Deposit,0,Transient,A,0,0,1
35733,CHE,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
35737,GBR,Groups,0,0,Refundable,0,Transient-Party,A,1,0,0
35738,PRT,Offline TA/TO,0,6,No Deposit,0,Transient-Party,D,0,0,0
35757,DEU,Online TA,0,1,No Deposit,0,Transient,A,1,1,0
35758,BEL,Groups,0,2,No Deposit,0,Transient-Party,A,0,1,0
35764,CHE,Direct,0,0,No Deposit,0,Transient,F,1,0,0
35793,IRL,Direct,0,1,No Deposit,0,Transient,C,0,1,1
35802,AUT,Direct,0,1,No Deposit,0,Transient-Party,E,8,1,0
35808,PRT,Online TA,0,3,No Deposit,0,Transient,D,0,1,0
35833,USA,Online TA,0,0,No Deposit,0,Transient-Party,G,0,0,0
35835,GRC,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
35843,PRT,Complementary,0,0,No Deposit,0,Transient,G,0,1,1
35847,DEU,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,1,0
35850,GBR,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,3,0
35854,GBR,Offline TA/TO,0,0,No Deposit,0,Transient,A,1,1,0
35858,ESP,Online TA,0,2,No Deposit,0,Transient,F,0,0,1
35860,ESP,Direct,0,0,No Deposit,0,Transient-Party,C,1,3,0
35867,BGR,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
35882,POL,Corporate,0,0,No Deposit,0,Transient-Party,D,0,2,0
35892,BRA,Online TA,0,0,No Deposit,0,Transient,C,0,1,0
35903,TWN,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
35909,SWE,Online TA,0,1,No Deposit,0,Transient-Party,B,0,3,0
35914,SWE,Groups,0,0,No Deposit,0,Transient-Party,A,0,1,0
35933,ITA,Online TA,0,2,No Deposit,0,Transient,A,1,1,0
35944,NOR,Online TA,0,0,No Deposit,0,Transient,E,0,0,0
35971,BEL,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
35975,BGR,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
35990,CN,Online TA,0,0,No Deposit,0,Transient,A,1,3,0
35995,BEL,Online TA,0,0,No Deposit,0,Contract,A,2,2,0
35997,DZA,Aviation,0,0,No Deposit,0,Transient,D,0,0,0
36015,PRT,Direct,0,2,No Deposit,0,Transient,D,1,1,0
36017,ROU,Direct,0,0,No Deposit,0,Transient,F,0,0,1
36027,CHN,Online TA,0,0,No Deposit,0,Transient-Party,D,0,2,0
36042,BRA,Direct,0,1,No Deposit,0,Transient-Party,A,0,0,0
36062,NOR,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,0
36063,ESP,Online TA,11,1,No Deposit,0,Transient,D,0,2,0
36065,ITA,Online TA,0,0,No Deposit,0,Transient,F,0,1,1
36068,POL,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
36073,CHL,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
36076,PRT,Groups,0,5,No Deposit,0,Transient-Party,A,0,1,0
